"Source","Start_Time","Start_Lat","Start_Lng","Description","Street","City","County","State","Humidity...","Pressure.in.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Crossing","Junction","Railway","Station","Stop","Traffic_Signal","Visibility_Category","Severity_Category","is_day_light","Distance.km.","Temperature.C.","Wind_Chill.C.","duration","Start_Date","idx_original","Start_Time_Cat","hospital_nearby","traffic_light_nearby","traffic_sign_nearby","police_nearby","commercial_area_nearby","school_zone_nearby"
"Source2","08:45:52",40.755177,-74.117821,"Accident on New Jersey Turnpike Western Spur Southbound at Exit 15W I-280.","New Jersey Tpke N","Kearny","Hudson","NJ",71,29.87,"North",17.3,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,23.278,1.722,29.3833333333333,"2017-09-20",3395,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:04:31",42.3354,-71.06546,"Accident on I-93 Southbound before Exits 18 20 Boston Bypass Rd.","Mass Avenue Connector","Boston","Suffolk","MA",52,30.19,"NE",12.7,0.04,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,18.278,4.278,29.75,"2017-10-11",3396,"Mañana","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"Source2","11:04:18",40.810883,-74.101151,"Center lane closed due to accident on NJ-3 Eastbound at NJ-17.","NJ-3 E","Rutherford","Bergen","NJ",53,30.25,"ENE",4.6,0,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,3.889,2.056,29.75,"2017-12-22",3397,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","19:13:52",42.256828,-71.120262,"Accident on River St both ways around Winthrop St.","Winthrop St","Hyde Park","Suffolk","MA",50,30.35,"Calm",13.8,0,"","False","True","False","False","True","False","False","","Poc impacte",0,0,-15,-3.611,29.0333333333333,"2017-12-28",3398,"Noche","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","21:48:23",40.689037,-75.187943,"Accident on Stockton St at Silk.","Silk","Phillipsburg","Warren","NJ",83,30.08,"SSW",10.4,0.16,"Light Thunderstorms and Rain","False","False","False","False","False","False","False","Poca_Visibilitat","Poc impacte",0,0,19,-13.333,29.65,"2018-10-02",3399,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","21:30:51",40.79995,-73.33681,"At RT-231/Exit 51 - Accident. Center lane closed. Left lane closed.","Long Island Expy W","Huntington Station","Suffolk","NY",78,29.88,"SSW",12.7,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.985,21.111,-4.667,360,"2017-09-04",3400,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:48:37",42.392696,-71.084564,"Accident on I-93 Northbound at Exit 29 MA-38 Mystic Ave.","I-93 S","Somerville","Middlesex","MA",100,29.75,"ENE",17.3,0.21,"Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0.016,3.889,-1.167,44.4333333333333,"2017-04-06",3401,"Tarde","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","10:33:00",40.71331,-73.351189,"Accident on NY-27 Sunrise Hwy Eastbound at Exit 38 Little East Neck Rd.","Sunrise Hwy E","West Babylon","Suffolk","NY",90,30.13,"NE",5.8,0.49,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,12.222,-11.389,29.7666666666667,"2017-04-20",3402,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","23:34:14",40.768669,-73.065109,"Left lane closed due to accident on NY-27 Sunrise Hwy Eastbound between Exits 50 50A Sunrise Hwy and Exit 51 Sunrise Hwy.","Sunrise Hwy E","Sayville","Suffolk","NY",84,30.17,"Calm",0,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,2.317,20,-3.778,18.3333333333333,"2017-08-10",3403,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:22:19",40.192177,-74.75148,"Right hand shoulder closed due to accident on NJ-29 Northbound at NJ-129.","NJ-29 N","Trenton","Mercer","NJ",81,30.08,"NW",5.8,0.01,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,21.111,-1.944,29.6166666666667,"2017-10-10",3404,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","19:40:04",43.145412,-75.357796,"Accident on County Hwy-840 Judd Rd at County Hwy-23 Cider St.","Cider St","Oriskany","Oneida","NY",92,29.49,"West",12.7,0,"Light Snow","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",0,0,-1.111,-6.667,44.6833333333333,"2018-03-14",3405,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:52:01",42.688248,-71.152985,"Accident and car fire on Kent St at Union St.","S Union St","Lawrence","Essex","MA",31,30.38,"Variable",5.8,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,4.389,2.111,59.75,"2017-11-28",3406,"Tarde","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","05:49:22",42.967445,-77.591881,"Accident on County Hwy-49 Cheese Factory Rd both ways at NY-65 Clover St.","Clover St","Honeoye Falls","Monroe","NY",96,30.14,"West",4.6,0.11,"Scattered Clouds","False","False","False","False","False","False","False","Poca_Visibilitat","Poc impacte",0,0,15,-7.667,29.7666666666667,"2017-09-22",3408,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:18:43",42.338947,-71.276489,"Accident on I-90 Westbound at Exits 14 15 I-95.","I-90 W","Weston","Middlesex","MA",62,29.96,"SW",8.1,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,16.111,-6.389,29.8333333333333,"2017-02-24",3409,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","17:52:19",41.940517,-74.000824,"Accident on Albany Ave at Foxhall Ave.","Albany Ave","Kingston","Ulster","NY",39,29.95,"SSW",6.9,0.08,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0,14.389,1.778,29.8666666666667,"2018-11-07",3410,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","22:51:00",41.090263,-73.803444,"Right hand shoulder closed due to accident on Sprain Brook Pkwy Northbound at County Hwy-301 Hospital Rd.","Hospital Rd","Valhalla","Westchester","NY",89,29.86,"NE",3.5,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,11.722,2.278,44.7,"2018-04-28",3411,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","12:11:42",40.782845,-73.929034,"At Robert F Kennedy Brg - Accident.","Robert F Kennedy Brg E","New York","New York","NY",81,30.17,"Calm",0,0.07,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,15,-9.833,360,"2017-05-30",3412,"Tarde","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","04:01:17",41.253757,-73.808807,"Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound near Exit 13 County Hwy-131 Underhill Ave.","Taconic State Pkwy S","Yorktown Heights","Westchester","NY",72,30.16,"East",4.6,0,"Light Snow","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,-1.111,-3.778,29.65,"2017-12-18",3413,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:00:21",39.828884,-75.029625,"Accident on Parkview Rd at Hillcrest Rd.","Parkview Rd","Stratford","Camden","NJ",72,30.38,"Calm",0,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,-2.222,-3.333,29.2833333333333,"2018-02-06",3414,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"Source2","17:12:36",43.103325,-76.206116,"Accident on County Hwy-91 Oswego St between County Hwy-47 Tulip St and Vine St.","Vine St","Liverpool","Onondaga","NY",53,29.66,"SW",9.2,0,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0.515,30,-11.278,44.8,"2017-08-18",3415,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","19:24:04",42.392498,-71.037529,"Accident on US-1 Northbound at Chestnut St.","US-1 N","Chelsea","Suffolk","MA",68,30.21,"NNE",8.1,0.02,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,7.222,4.778,74.7666666666667,"2017-11-07",3416,"Noche","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source1","13:55:39",40.6972,-73.98183,"At Tillary St/Exit 29 - Accident. Right lane blocked.","Brooklyn Queens Expy","Brooklyn","Kings","NY",26,30.05,"Calm",0,0.01,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.127,21.722,-5.111,360,"2018-05-11",3417,"Tarde","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","05:49:51",42.403065,-71.053764,"Accident on MA-16 Revere Beach Pkwy Eastbound at 2nd St.","2nd St","Everett","Middlesex","MA",66,30.01,"SW",9.2,0,"Partly Cloudy","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0.016,-1.111,-5.722,29.5666666666667,"2017-02-02",3418,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","18:52:45",42.31609,-71.103607,"Accident on Amory St near Porter St.","Amory St","Jamaica Plain","Suffolk","MA",89,29.75,"East",21.9,0.06,"Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",0,0,7.778,3.333,29.7333333333333,"2018-11-26",3419,"Noche","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","22:30:49",41.097748,-74.040047,"Accident on I-87 I-287 Northbound after Exit 14A Garden State Parkway Conn.","I-87 N","Spring Valley","Rockland","NY",82,30.06,"West",3.5,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,25,-3,44.75,"2018-08-16",3420,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:25:22",43.257729,-77.696419,"Accident on Vince Tofany Blvd at County Hwy-136 Long Pond Rd.","Vince Tofany Blvd","Rochester","Monroe","NY",54,30.22,"NNW",8.1,0.01,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,19.389,-0.556,29.6833333333333,"2017-08-25",3421,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:44:38",40.748112,-73.947365,"Accident on 44th Dr at 21st St.","21st St","Long Island City","Queens","NY",63,30.13,"Variable",5.8,0.01,"Clear","True","True","False","True","True","False","True","Bona_Visibilitat","Poc impacte",1,0,18.889,3.833,29.8333333333333,"2018-05-24",3422,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:07:45",40.876987,-73.977516,"Accident on Broad Avenue at NJ-4.","E State Route 4","Englewood","Bergen","NJ",86,30.01,"Calm",0,0.01,"Shallow Fog","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,12.778,4.611,29.35,"2018-05-07",3423,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","07:34:36",40.70564,-74.24586,"Between Union Ave/Exit 142 and Vauxhall Rd/Exit 141 - Accident.","Garden State Pkwy S","Hillside","Union","NJ",84,29.96,"WNW",4.6,0.01,"Partly Cloudy","False","False","False","False","False","False","False","Poca_Visibilitat","Poc impacte",1,1.08,22.778,-9.5,360,"2017-08-16",3424,"Mañana","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"Source1","09:54:53",40.68323,-73.6885,"Ramp closed to Exit 15S - Road closed due to accident.","Southern State Pkwy W","Valley Stream","Nassau","NY",92,30.39,"East",15,0.05,"Light Rain","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,0.084,10.611,-5.444,29.5666666666667,"2018-11-05",3425,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:52:11",40.223057,-74.64653,"Accident on NJ-33 at George Dye Rd.","Highway 33","Trenton","Mercer","NJ",52,30.14,"Calm",0,0.03,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,20,-12.944,29.85,"2018-05-09",3426,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source1","18:05:13",40.274009,-74.219709,"At CR-537/Exit 22 - Accident.","NJ-18 N","Colts Neck","Monmouth","NJ",87,30.21,"SSE",5.8,9.97,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.533,19.389,-7.056,29.8,"2018-10-06",3427,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","05:34:38",40.850067,-73.944817,"Right lane blocked due to accident on I-95 George Washington Brg Southbound between Exits 73 74 Palisades Interstate Pkwy and Exit 1 Riverside Dr.","George Washington Brg","New York","New York","NY",46,30.13,"WNW",5.8,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,1.609,1.111,-1.778,44.4333333333333,"2017-03-20",3428,"Mañana","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"Source1","08:48:09",42.67155,-73.75545,"At US-9/Exit 6 - Accident.","I-90 E","Albany","Albany","NY",51,30.22,"NW",17.3,0,"Scattered Clouds","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.131,-3.889,-11.278,360,"2017-03-03",3429,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:15:38",43.088745,-76.409798,"Accident on NY-31 both ways at County Hwy-135 Laird Rd.","Laird Rd","Memphis","Onondaga","NY",88,29.83,"WNW",16.1,0.01,"Light Snow","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,-16.722,-27.5,29.8333333333333,"2018-01-05",3430,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:06:11",40.710907,-73.955963,"Right lane blocked due to accident on I-278 Queens Midtown Expy Westbound before Exits 32 32A Kosciuszko Bridge.","Brooklyn Queens Expy","Brooklyn","Kings","NY",41,30.42,"West",10.4,0.02,"Clear","False","True","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,13,-6.278,28.9333333333333,"2017-05-08",3431,"Mañana","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source1","12:37:35",42.68061,-73.77174,"At Corporate Woods Blvd/Exit 5 - Accident. Right lane blocked.","I-90 E","Albany","Albany","NY",58,30.07,"SSW",3.5,0.01,"Overcast","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.66,-1.722,-3.778,29.8333333333333,"2018-12-11",3432,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:06:58",41.293171,-73.870506,"Right hand shoulder blocked due to accident on Bear Mountain State Pkwy Eastbound at US-202 Crompond Rd.","Bear Mountain State Pkwy","Cortlandt Manor","Westchester","NY",82,30.43,"ENE",5.8,0.01,"Light Rain","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0.016,2.778,0.222,59.7833333333333,"2017-01-02",3433,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","13:48:56",41.311024,-74.122162,"Accident on I-87 Southbound between I-87 Exit 17 / NY-17K and I-87 Exit 16 / US-6.","I-87 S","Central Valley","Orange","NY",28,29.94,"WNW",23,9.99,"Scattered Clouds","False","False","False","False","False","False","False","Exelent_Visibilitat","Impacte considerable",1,23.979,12,-6.056,44.6,"2017-03-09",3434,"Tarde","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Source2","06:54:48",41.428787,-73.804573,"Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound near Pudding St.","Taconic State Pkwy S","Putnam Valley","Putnam","NY",83,30.13,"Variable",4.6,0.04,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,18,-0.944,29.65,"2018-05-30",3435,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:17:19",42.334961,-71.075127,"Accident on Harrison Ave at Massachusetts Ave.","Harrison Ave","Boston","Suffolk","MA",83,30.29,"SW",13.8,0.06,"Overcast","False","True","False","False","True","False","True","Bona_Visibilitat","Poc impacte",1,0,9.389,-3.778,74.8166666666667,"2018-01-11",3436,"Tarde","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","09:28:10",40.666328,-73.553246,"Accident on Merrick Ave near Smith St.","Merrick Ave","Merrick","Nassau","NY",93,29.78,"NE",4.6,0,"Overcast","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",1,0.032,17.222,-11.889,29.8166666666667,"2017-06-05",3437,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:40:40",40.007259,-74.780006,"Accident on County Hwy-630 Woodlane Rd Westbound at County Hwy-628 Jacksonville Rd.","Woodlane Rd","Westampton","Burlington","NJ",45,30.28,"NW",4.6,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,-2.222,-5.111,30,"2017-02-03",3438,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"Source2","12:50:57",43.153698,-77.60762,"Multi-vehicle accident on Court St at NY-31 South Ave.","South Ave","Rochester","Monroe","NY",71,30.13,"Calm",0,0.03,"Scattered Clouds","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,25,-15,29.45,"2017-09-21",3439,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","14:31:53",41.005321,-74.174357,"At CR-502/Franklin Ave - Accident."," Wyckoff Ave","Wyckoff","Bergen","NJ",55,30.12,"NE",5.8,0.06,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.23,5.611,3.556,30,"2018-01-29",3440,"Tarde","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:26:32",40.933937,-73.897911,"Right hand shoulder blocked due to accident on US-9 Broadway Southbound at Main St.","Main St","Yonkers","Westchester","NY",76,30.04,"NE",4.6,0.05,"Clear","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,24.389,0.167,29.75,"2017-08-01",3441,"Mañana","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","07:26:03",41.247414,-73.819542,"Accident on NY-129 Croton Lake Rd at County Hwy-131 Underhill Ave.","Underhill Ave","Yorktown Heights","Westchester","NY",85,30.04,"Calm",0,0.02,"Clear","False","False","False","False","False","True","False","Poca_Visibilitat","Poc impacte",1,0,24.389,-6,29.85,"2018-07-02",3442,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:47:29",42.420341,-73.548599,"Accident on I-90 Eastbound between Exit B1 Berkshire Spur and Exit B2 Taconic State Pkwy.","I-90 E","Old Chatham","Columbia","NY",89,29.36,"NW",5.8,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,13.663,0.611,-2.389,44.7,"2017-01-24",3443,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:04:33",40.691647,-73.999306,"Right lane blocked due to accident on I-278 Queens Midtown Expy Westbound at Atlantic Ave.","Brooklyn Queens Expy","Brooklyn","Kings","NY",38,30.08,"Variable",4.6,0,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0.016,3.889,2.056,29.5166666666667,"2017-03-22",3444,"Mañana","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","04:48:45",41.409637,-73.786758,"Right hand shoulder blocked due to accident on Taconic State Pkwy Northbound before County Hwy-21 Peekskill Hollow Rd.","Taconic State Pkwy N","Putnam Valley","Putnam","NY",100,29.68,"WNW",5.8,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,7,5.222,29.55,"2018-10-21",3445,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","15:24:41",42.67015,-73.74222,"At US-9/Exit 6 - Accident. Right lane blocked.","I-90 W","Albany","Albany","NY",33,30.06,"WSW",11.5,0.06,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.048,8.889,0,360,"2018-04-11",3446,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","20:19:36",39.825405,-75.083199,"Left lane blocked due to accident on NJ-42 both ways at Exit 10B County Hwy-681 Lower Landing Rd.","NJ-42 S","Blackwood","Camden","NJ",62,29.96,"South",8.1,0.13,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,27.222,-2.222,44.8,"2017-08-17",3447,"Noche","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","16:25:47",40.59338,-74.460716,"Accident on NJ-28 North Ave at Jackson Ave.","North Ave","Dunellen","Middlesex","NJ",70,30.27,"South",5.8,0,"Clear","False","True","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,18.889,-5.722,59.7,"2018-02-20",3448,"Tarde","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","14:32:05",42.866699,-73.617393,"Restrictions due to accident on NY-40 Northbound at Matala Dr.","State Route 40","Melrose","Rensselaer","NY",79,29.74,"South",17.3,0,"Light Rain","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,23.278,-1.667,29.8166666666667,"2017-10-09",3449,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","09:53:59",40.78185,-74.04709,"At I-495 - Accident. Right lane blocked."," Route 3 East Service Rd","Secaucus","Hudson","NJ",61,30.28,"SSW",9.2,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.364,8.889,-0.667,29.7,"2018-10-19",3450,"Mañana","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"Source1","00:25:37",41.01378,-73.70656,"Between Hutchinson River Pky/Exit 9 and I-684/Westchester Ave/Exit 9A - Accident.","Cross Westchester Expy W","Rye","Westchester","NY",83,29.92,"NW",5.8,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,3.169,20,-12,360,"2017-07-16",3451,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","07:45:56",40.904076,-74.107994,"Slow traffic due to earlier accident on I-80 Eastbound between Exits 56 56A 56B County Hwy-636 Squirrelwood Rd and Garden State Pkwy / I-80.","Garden State Pkwy S","Elmwood Park","Bergen","NJ",82,30.37,"Calm",0,0.02,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,12.295,2.778,2.111,29.0833333333333,"2018-01-11",3452,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","18:12:19",42.729816,-71.204788,"Accident on MA-213 Westbound before Exit 1B.","I-93 S","Methuen","Essex","MA",48,30.06,"NNE",5.8,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,0,-3.111,28.7666666666667,"2018-12-05",3453,"Noche","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"Source2","08:59:46",41.642784,-73.920639,"Right hand shoulder blocked due to accident on US-9 South Rd Northbound at Gate Dr.","S Gate Dr","Poughkeepsie","Dutchess","NY",72,29.77,"South",8.1,0.01,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,26.111,5.111,28.9833333333333,"2017-06-23",3454,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","09:07:09",43.05863,-76.15445,"At Butternut St/Exit 20 - Accident. Left lane blocked.","I-81 S","Syracuse","Onondaga","NY",67,30.3,"SE",6.9,0.01,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.251,16.722,-5,360,"2017-10-04",3455,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:54:57",41.557915,-73.780487,"Right hand shoulder blocked due to accident on Taconic State Pkwy Northbound at NY-52.","Route 52","Hopewell Junction","Dutchess","NY",86,30.3,"Calm",0,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,7.222,4.5,44.8166666666667,"2017-11-01",3456,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","07:02:44",40.648105,-73.914723,"Closed at 89th St - Road closed due to accident."," Remsen Ave","Brooklyn","Kings","NY",48,30.4,"North",6.9,0.01,"Mostly Cloudy","False","True","False","False","True","False","True","Bona_Visibilitat","Impacte molt fort/alt",1,0.002,9.389,-1.111,360,"2017-04-14",3457,"Mañana","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","11:33:55",40.695118,-74.117409,"Left lane blocked due to accident on I-78 Westbound on Newark Bay Brg.","Casciano Memorial Bridge","Bayonne","Hudson","NJ",41,29.99,"SW",10.4,0.09,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,27.778,-0.611,42.2,"2017-06-10",3458,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","20:45:07",42.058331,-70.70787,"Accident on Temple St at MA-139 Church St.","Temple St","Duxbury","Plymouth","MA",100,30.09,"Calm",0,0.07,"Mostly Cloudy","False","False","False","False","False","True","False","Bona_Visibilitat","Poc impacte",0,0,16,4.056,44.7166666666667,"2017-09-08",3459,"Noche","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Source1","13:32:25",42.775771,-78.858639,"Closed at RT-75/CR-576/St Francis Dr/Big Tree - Road closed due to accident.","Saint Francis Dr","Buffalo","Erie","NY",41,30.3,"NE",3.5,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",1,0.183,21.722,-1.889,360,"2017-09-11",3460,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:34:03",39.913822,-75.010178,"Left lane closed due to accident on NJ-70 Marlton Pike Westbound at NJ-41 Brace Rd.","Kings Hwy N","Cherry Hill","Camden","NJ",45,29.86,"North",0,0,"Mostly Cloudy","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,32.222,2.333,29.65,"2018-08-10",3461,"Tarde","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"Source2","15:58:09",42.840179,-73.771317,"One lane blocked and queueing traffic due to accident on I-87 Adirondack Northway Northbound at Exit 8A County Hwy-91 Grooms Rd.","Grooms Rd","Clifton Park","Saratoga","NY",80,30.01,"West",10.4,0.15,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,-6,-12.167,28.95,"2018-01-30",3462,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","20:30:12",40.666237,-73.761047,"Accident on Southern State Pkwy Eastbound at Exits 21B 22 Laurelton Pkwy.","Belt Pkwy E","Springfield Gardens","Queens","NY",43,30.25,"NW",23,0.13,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0.016,-3.889,-12.278,30,"2017-03-11",3463,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
